Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"CC Cieza Cabrera","… de transferencias peer to peer a través del número de celular dentro de la banca móvil de una entidad financiera del Perú aplicando el patrón de diseño MVVM",2022,"","cybertesis.unmsm.edu.pe","http://cybertesis.unmsm.edu.pe/handle/20.500.12672/18027","",175,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,1,"Explica el proceso de desarrollo para la implementación de un módulo de transferencias peer-to-peer dentro de la banca móvil iOS de una entidad financiera del Perú cuyo objetivo …","https://cybertesis.unmsm.edu.pe/bitstream/handle/20.500.12672/18027/Cieza_cch.pdf?sequence=1","https://scholar.google.com/scholar?q=related:FZ6Mc6-OnfEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"MR Hermawan, MNA Pratama…","Pengembangan Aplikasi Deteksi Pelanggaran Protokol Covid-19 dengan metode Convolutional Neural Network berbasis Arsitektur MVVM",2022,"SPECTA Journal of …","journal.itk.ac.id","https://journal.itk.ac.id/index.php/sjt/article/view/696","",176,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,3,1,"Pada zaman modern ini banyak tempat umum yang memiliki banyak pengunjung setiap harinya. Namun, dikarenakan rasio petugas yang tidak sebanding dengan pengunjung, maka …","https://journal.itk.ac.id/index.php/sjt/article/download/696/353","https://scholar.google.com/scholar?q=related:9ybGJhRMeOEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"ІП Козін","ВИКОРИСТАННЯ ДИЗАЙН-ПАТЕРНІВ MVVM ТА MVP ПРИ РОЗРОБЦІ МОБІЛЬНЫХ ЗАСТОСУНКІВ МОВОЮ KOTLIN",2021,"Наукові записки молодих учених","phm.cuspu.edu.ua","https://phm.cuspu.edu.ua/ojs/index.php/SNYS/article/view/1864","",177,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,2,"… допомогою архітектури MVP та MVVM та виконане їх порівняння. Досліджена базова імплементація та реалізація архітектурних паттернів MVP та MVVM. Стаття буде корисна …","https://phm.cuspu.edu.ua/ojs/index.php/SNYS/article/download/1864/1869","https://scholar.google.com/scholar?q=related:xOMDvHnSqxkJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"D Nugroho","Penerapan Arstitektur MVVM Pada Aplikasi Reminder Jadwal Perkuliahan Menggunakan Metode Extreme Programming",2022,"","eprints.polbeng.ac.id","http://eprints.polbeng.ac.id/6861/","",178,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,1,"… One of them is to apply the MVVM (Model View ViewMode) architectural pattern… MVVM architecture has better performance when compared to this MVP architecture because the MVVM …","","https://scholar.google.com/scholar?q=related:pwiq2QzBwUEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"MAZ Mursalin","Perancangan Aplikasi Karyawan Pada Cv Anugrah Prima (Radya Labs) Berbasis Android Dengan Mengimplementasikan Arsitektur Mvvm (Model View Viewmodel)",2020,"","elibrary.unikom.ac.id","https://elibrary.unikom.ac.id/id/eprint/4228/","",179,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,3,"… Kedua, MVVM belum tentu lebih baik dari MVP. Mekanisme penyatuan data dalam MVVM … Dengan demikian, MVVM memiliki testability lebih baik tetapi modifiability lebih buruk dari …","https://elibrary.unikom.ac.id/id/eprint/4228/8/UNIKOM_Fachrizal_BAB_II.pdf","https://scholar.google.com/scholar?q=related:ilBt6zmNkdIJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"V Dzúriková","A comparison of native and multiplatform development of mobile applications following the MVVM pattern",2021,"","digilib.k.utb.cz","http://digilib.k.utb.cz/handle/10563/50928","",180,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,2,"Práce se zaměřuje na porovnání implementace návrhového vzoru Model-View-View- Model (MVVM) ve vývoji mobilních aplikací pro nativní vývoj pro platformy iOS a Android, a pro …","http://digilib.k.utb.cz/bitstream/handle/10563/50928/dz%C3%BArikov%C3%A1_2022_dp.pdf?sequence=-1","https://scholar.google.com/scholar?q=related:2kZzTARSS_AJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"НА Грузин","СРАВНЕНИЕ ШАБЛОНОВ ПРОЕКТИРОВАНИЯ АРХИТЕКТУРЫ ПРИЛОЖЕНИЯ: MVC, MVP И MVVM",2021,"Modern Science","elibrary.ru","https://elibrary.ru/item.asp?id=44555466","",181,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,2,"… MVC, MVP и MVVM считаются тремя наиболее популярными шаблонами дизайна, в которых, MVC означает контроллер вида модели, MVC означает презентатор вида модели …","","https://scholar.google.com/scholar?q=related:u1_P-sIncx4J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"刘春晓","基于 MVVM 的软件架构模式 MVVD 的设计与实现",2018,"","cdmd.cnki.com.cn","https://cdmd.cnki.com.cn/Article/CDMD-10056-1019702107.htm","",182,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,5,"… 市场需求的不断增加, 使得传统MVVM 模式的视图模型层因承载… MVVM 架构模式的基础上, 基于面向切面编程和解耦合思想, 结合HTML5 和Bootstrap 等前端开发技术, 设计实现了基于MVVM …","","https://scholar.google.com/scholar?q=related:lIKRI5TbvzQJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"方生","基于 “MVVM” 模式的 “Web” 前端的设计与实现",2021,"电脑知识与技术","cnki.com.cn","https://www.cnki.com.cn/Article/CJFDTotal-DNZS202120056.htm","",183,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,2,"随着"" JavaScript"" 技术的快速发展和浏览器功能的增强, 为了追求更好的用户体验和开发模式,"" Web"" 系统的开发过程已经从过去的后端分层模式发展到今天的前端分层模式, 其开发模式发生…","","https://scholar.google.com/scholar?q=related:vnM7W2SiUrUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"РР Барчо, АЕ Торхов","… ВЗАИМОДЕЙСТВИЯ С ДАННЫМИ В ANDROID ПРИЛОЖЕНИИ СОВМЕСТНО С АРХИТЕКТУРНЫМ ШАБЛОНОМ MVVM И ИСПОЛЬЗОВАНИЕМ ПРИНЦИПОВ …",2021,"","elibrary.ru","https://elibrary.ru/item.asp?id=46298360","",184,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,2,2,"… Хорошо вписывается в общую концепцию MVVM, которая также … В концепции MVVM для реализации подобного … с MVVM как в небольших проектах, так и в более крупных. …","","https://scholar.google.com/scholar?q=related:h8MU5qx2QCwJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"张菁","基于 Web 技术的 MVVM 前后端数据交互中安全机制研究",2020,"计算机产品与流通","cnki.com.cn","https://www.cnki.com.cn/Article/CJFDTotal-WXXJ202007119.htm","",185,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,3,"… ,MVVM能实现前后端分离的框架设计,即使组件分离,组件间耦合性降低,组件独立演化,这些优势 无疑赋予相关工作更多的可能性,但MVVM… 加密等方面研究MVVM前后端数据交互的安全机制. …","","https://scholar.google.com/scholar?q=related:yqkKQmpPSsYJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"温海标","MVVM 模式及其应用研究",2020,"电脑知识与技术: 学术版","cqvip.com","http://www.cqvip.com/qk/87339a/202024/7102773604.html","",186,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,3,"摘要: MVVM (Model-View-ViewModel) 模式是软件架构设计模式, 是一种程序设计思想, 在软件… MVVM 模式原理展开分析, MVVM 模式与经典的MVC 模式对比研究, 以及对Vue. js 实现MVVM …","","https://scholar.google.com/scholar?q=related:NCR6Z1q6tPwJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"梁文婧, 张宏海, 张蕾蕾, 王妍","基于 MVVM 模式的中国科技云门户管理系统的设计与实现",2022,"数据与计算发展前沿","jfdc.cnic.cn","http://www.jfdc.cnic.cn/CN/10.11871/jfdc.issn.2096-742X.2022.02.009","",187,"2023-02-26 07:52:24","","10.11871/jfdc.issn.2096-742X.2022.02.009","","",,,,,0,0.00,0,4,1,": [目的] 中国科技云(CSTCloud) 包含大量的异构资源, 面向不同用户提供安全, 按需, 智能化的云 服务, 为保障中国科技云门户的服务质量, 设计了基于MVVM (Model-View-ViewModel) 模式的…","","https://scholar.google.com/scholar?q=related:WcWO2V8_4xIJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"K Medved","Obrazac MVVM i programski okvir. NET Core",2019,"","zir.nsk.hr","https://zir.nsk.hr/islandora/object/fer:6153","",188,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,4,"U okviru ovog rada istražena je podrška obrasca MVVM u programskom okviru .NET Core. Korištene su dvije vrste aplikacija; web-aplikacija i Windows-aplikacija. Svrha izrade …","","https://scholar.google.com/scholar?q=related:-xX_X1XjQgIJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"ТК Турушев","АРХИТЕКТУРНЫЕ ПАТТЕРНЫ ПРОЕКТИРОВАНИЯ СИСТЕМЫ-MVC, MVP, MVVM",2021,"… НАУКИ В СОВРЕМЕННОМ МИРЕ: ДОСТИЖЕНИЯ И …","elibrary.ru","https://elibrary.ru/item.asp?id=47149990","",189,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,2,"… Итогом применения паттерна MVVM является функциональное разделение приложения … Или же использовать MVVM при необходимости содержать одновременно данные из …","","https://scholar.google.com/scholar?q=related:LEm5dTlt_fwJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"王跃","DDMVVM: 领域驱动的 MVVM 设计模型研究",2018,"数字技术与应用","cqvip.com","http://www.cqvip.com/qk/95792b/201803/675091360.html","",190,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,5,"… 摘要:MVVM是分层架构MVC的演进,对MVC中View与Controller交互进行了优化,但该设计模式 … MVVM模型,提出了领域驱动的MVVM设计模型(DDMVVM),并具体开发实现了领域驱动的MVVM…","","https://scholar.google.com/scholar?q=related:cMRxgFEo7GsJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"B Habibi","Analisa Perbandingan Efisiensi Implementasi Arsitektur Sistem Berbasis MVVM dan Conventional",2012,"","repo.pens.ac.id","http://repo.pens.ac.id/id/eprint/1564","",191,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,11,"… This research will be implemented MVVM architecture pattern. MVVM architecture pattern is a … There are 3 main components on the MVVM architecture pattern such as the Model, View …","","https://scholar.google.com/scholar?q=related:e57ECQ1RICMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"易剑波","基于 MVVM 模式的 WEB 前端框架的研究",2016,"信息与电脑 (理论版)","cnki.com.cn","https://www.cnki.com.cn/Article/CJFDTotal-XXDL201619041.htm","",192,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,7,"[摘要]: MVVM 架构~([1]) 模式是在经典… MVVM 架构模式做了对比研究, 然后基于目前前端开发 中一个比较火的框架Vue. js, 详细介绍了前端MVVM 模式的工作原理, 最后详细分析了前端MVVM …","","https://scholar.google.com/scholar?q=related:lyxbFNY8vdUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"于晶晶","基于 MVVM 的前端框架 MTCG 的设计与实现",2017,"","cdmd.cnki.com.cn","https://cdmd.cnki.com.cn/Article/CDMD-10056-1018062705.htm","",193,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,6,"… 的开发思想, 设计实现了基于MVVM 的前端框架MTCG. 基于MVVM 的前端框架以模块化开发 为… 以及框架的性能优化问题进行分析; 其次, 基于MVVM 的分层思想以及面向对象的编程思想对…","","https://scholar.google.com/scholar?q=related:wg5GNIXYQZgJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"ДВ Никифоров, ОП Черних","Порівняння архітектур з використанням патернів MVC, MVP і MVVM при розробці Android додатку",2017,"","repository.kpi.kharkov.ua","http://repository.kpi.kharkov.ua/bitstream/KhPI-Press/43916/1/MicroCAD_2017_Nykyforov_Porivniannia.pdf","",194,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,2,6,"… (MVP) та Model View ViewModel (MVVM) є одними з найбільш … MVVM з прив'язкою даних на Android має переваги … компоненти патерни MVP і MVVM краще виконують роботу, …","","https://scholar.google.com/scholar?q=related:ugR1xRYxJp8J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"柯小龙, 周春国","基于 MVVM 架构的解析木信息管理系统的开发",2021,"森林工程","cnki.com.cn","https://www.cnki.com.cn/Article/CJFDTotal-SSGC202101004.htm","",195,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,2,2,"为满足解析木信息日常管理需要和提高树干解析内业工作效率, 本文基于MVVM (模型(Model)-视图 (View)-视图模型(ViewModel)) 架构, 结合MongoDB 数据库, Express 后端框架和Vue 前端…","","https://scholar.google.com/scholar?q=related:m9iO-sRmhlEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"陈威翔","基于 iOS 的非绑定式 MVVM 设计模式与滑动性能优化的应用研究",2017,"","cdmd.cnki.com.cn","https://cdmd.cnki.com.cn/Article/CDMD-10336-1017133445.htm","",196,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,6,"… 然而,MVVM设计模式在iOS平台下存在诸多弊端:极度依赖第… MVVM设计模式的利弊以及视图 滑动性能问题,并从如下两个方面提出了改进方法:1.分析了传统MVC和MVVM设计模式,在MVVM的…","","https://scholar.google.com/scholar?q=related:VbGB9e6M7C8J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"宋杰, 陈明明, 吴勇","基于 MVVM 模式的水资源公报生成系统设计与开发",2014,"赤峰学院学报: 自然科学版","cqvip.com","http://www.cqvip.com/qk/88500x/201415/662021961.html","",197,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,3,9,"… 了一种新的设计模式--MVVM,提出了一套基于MVVM模式的系统开发方案.介绍了MVVM模式 设计思想,以实际项目为例,给出了具体的实现.实例表明,将MVVM模式应用于系统开发,可以成功地…","","https://scholar.google.com/scholar?q=related:neXNIE-nae0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"吕磊, 杨雪, 朱礼鹏, 谢俊虎, 金元","基于 UC 客户端的 MVVM 应用与研究",2015,"计算机与网络","cqvip.com","http://www.cqvip.com/qk/91321x/201505/664085788.html","",198,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,5,8,"… MVVM的模式结构和工作原理,提出了应用MVVM模式构建统一通信客户端软件的设计思路和解决 方法,以实现业务逻辑和界面间的松耦合.重点分析了MVVM… 基础上,应用MVVM模式进行了实现,…","","https://scholar.google.com/scholar?q=related:mGiZRkSCbEAJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"程桂花","MVVM 前后端数据交互中安全机制的研究与实现",2017,"","cdmd.cnki.com.cn","https://cdmd.cnki.com.cn/Article/CDMD-10338-1017060181.htm","",199,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,6,"… 其安全性提出相应的措施,研究MVVM前后端分离框架可以发现,其… 因此本文针对MVVM前后端 分离数据交互中的安全机制进行… ,对加入本文安全机制的MVVM应用与原生MVVM应用的执行效率…","","https://scholar.google.com/scholar?q=related:IRuwaYNBlCwJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"张智慧","工作流引擎在 MVVM 前端框架中的研究与实现",2020,"","cdmd.cnki.com.cn","https://cdmd.cnki.com.cn/Article/CDMD-10619-1020043778.htm","",200,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,3,"… 针对这些问题, 本文在MVVM 前端框架NoDomJS 的基础上, 借鉴工作流引擎处理业务流程的… 流引擎的体系架构及相关工作流技术, 并对MVVM 前端框架NoDomJS 进行介绍. 其次, 根据工作流…","","https://scholar.google.com/scholar?q=related:BQijVN_Yv5EJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"封宇","基于 MVVM 架构的移动智能终端学习平台的研究和实现",2014,"","cdmd.cnki.com.cn","https://cdmd.cnki.com.cn/Article/CDMD-10593-1015442058.htm","",201,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,9,"… 和借鉴MVVM 架构在PC 端运用的策略, 提出基于MVVM 架构的… 了平台的总体架构以及对MVVM 架构根据需求进行扩展, 同时, … 化设置功能, 后台业务具有可扩展性, 体现了MVVM 架构的特点. …","","https://scholar.google.com/scholar?q=related:u3Eckp0tKgEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"丁海洋, 王昊翔, 姚全珠","基于 MVVM 框架的汽车销售管理系统设计与实现",2021,"电子制作","cnki.com.cn","https://www.cnki.com.cn/Article/CJFDTotal-DZZZ202122019.htm","",202,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,3,2,"本文针对汽车销售管理工作愈加繁琐设计并实现了一款基于MVVM 框架, 以Java 为开发语言, 以 MySQL 为数据库的汽车销售管理系统, 前端采用渐进式框架Vue 实现, 后端使用SpringBoot …","","https://scholar.google.com/scholar?q=related:GfupTIXq1csJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"贾丽芳, 董义明, 钟晓睿, 郑建","基于 MVVM 的数据字典比对工具的前端设计与实现",2022,"电脑知识与技术","cnki.com.cn","https://www.cnki.com.cn/Article/CJFDTotal-DNZS202201032.htm","",203,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,4,1,"… 的, 比如: 采用前后端分离的开发模式以及基于MVVM 模式的Vue 前端框架就能很好地满足这 一需求. 该文首先介绍了前后端分离开发模式, MVVM 模式以及Vue 框架, 其次是对数据字典比对…","",""
0,"梁海燕","MVVM 架构的移动 Web 前端展示方案研究",2019,"信息与电脑","cqvip.com","http://www.cqvip.com/qk/95974a/20198/88886876504849574856485551.html","",204,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,4,"… , 其中MVVM 架构在Web 前端应用中发挥着很大作用, 促进了Web 前端的发展. 基于此, 重点 研究了MVVM 架构的应用, 并与传统的开发思维进行简单比对, 从而进一步证明使用MVVM 架构的…","","https://scholar.google.com/scholar?q=related:nHKYiHkjlLAJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"Y Altyapısı","MVVM TASARIM DESENİ TEMELLİ HİYERARŞİK KULLANICI ARAYÜZÜ GEÇERLEME ALTYAPISI",,"researchgate.net","","https://www.researchgate.net/profile/Ahmet-Kara-6/publication/284412022_MVVM_Tasarim_Deseni_Temelli_Hiyerarsik_Kullanici_Arayuzu_Gecerleme_Altyapisi/links/5652d3cf08aefe619b18dd4a/MVVM-Tasarim-Deseni-Temelli-Hiyerarsik-Kullanici-Arayuezue-Gecerleme-Altyapisi.pdf","",205,"2023-02-26 07:52:24","PDF","","","",,,,,0,0.00,0,1,,"… MVVM) that is based on MVVM (Model-View-ViewModel) design pattern. HierMVVM lets ViewModels of MVVM … HierMVVM lets verification done only in required ViewModels at required …","https://www.researchgate.net/profile/Ahmet-Kara-6/publication/284412022_MVVM_Tasarim_Deseni_Temelli_Hiyerarsik_Kullanici_Arayuzu_Gecerleme_Altyapisi/links/5652d3cf08aefe619b18dd4a/MVVM-Tasarim-Deseni-Temelli-Hiyerarsik-Kullanici-Arayuezue-Gecerleme-Altyapisi.pdf","https://scholar.google.com/scholar?q=related:zPJEsaaHmwUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"柴青山","基于 MVVM 模式的 Vue. js 框架在物流软件自动化测试系统中的应用研究",2019,"","cdmd.cnki.com.cn","https://cdmd.cnki.com.cn/Article/CDMD-10013-1019042267.htm","",206,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,4,"… 本文利用当下比较流行的基于MVVM的Vue.js来开发物流软件自动化测试系统的前端工程,主要… 的核心技术进行了深入分析,如前端编程语言,MVVM模式,Vue.js框架,Bootstrap框架,FIS3构建…","","https://scholar.google.com/scholar?q=related:GAf9IOc5hw4J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"ВН Черников","Программа реализации паттерна MVVM на базе Xamarin. Forms с применением подхода Rapid Software Design",2019,"","elibrary.ru","https://elibrary.ru/item.asp?id=39314454","",207,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,4,"Программа реализации паттерна MVVM предназначена для создания кроссплатформенных мобильных приложений на базе Xamarin. Forms с применением подхода Rapid …","","https://scholar.google.com/scholar?q=related:Q3YsbnYYngAJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"刘紫薇","基于 MVVM 设计模式的在线教育系统的设计与实现",2021,"","cdmd.cnki.com.cn","https://cdmd.cnki.com.cn/Article/CDMD-10013-1021123910.htm","",208,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,2,"在互联网技术持续向好发展的态势下, 在线教育越来越受到家长和学生们的关注. 与传统线下教学 相比, 利用电子计算机和互联网信息技术开展教育教学活动对教学双方而言都更灵活, 更自主, …","","https://scholar.google.com/scholar?q=related:W9vGAGupBRkJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"徐泽昊","基于 MVVM 模式的 XSS 攻击检测框架设计与实现",2021,"","cdmd.cnki.com.cn","https://cdmd.cnki.com.cn/Article/CDMD-10013-1021123399.htm","",209,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,2,"随着互联网的发展, 针对Web 的攻击层出不穷. 跨站脚本攻击(XSS, Cross-Site Scripting) 因为 便于实施和具有普遍性, 一直是Web2. 0 的主要危害之一. 攻击者通过插入恶意脚本, 来获得用户的…","","https://scholar.google.com/scholar?q=related:-8b4bgpJGucJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"樊鼎威","基于 TypeScript 的前端 MVVM 框架的设计与研究",2021,"","cdmd.cnki.com.cn","https://cdmd.cnki.com.cn/Article/CDMD-10013-1021130773.htm","",210,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,2,"框架是前端开发的重要工具, 在生产过程中使用一款合适的框架可以降低耦合, 提高工作效率. 本文设计并实现了一款前端框架, 可以帮助开发者快速开发前端应用. 该框架的运行核心以组件…","","https://scholar.google.com/scholar?q=related:Jz7naUwwAtEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"M Karaszewski","Projekt i implementacja systemu do obsługi restauracji jako praktyczny przykład zastosowania wzorca projektowego MVVM",2014,"","dspace.wsb-nlu.edu.pl","http://dspace.wsb-nlu.edu.pl/handle/11199/7807","",211,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,9,"Celem niniejszej pracy jest wykorzystanie wzorca architektonicznego aplikacji MVVM oraz zdobytej wiedzy i umiejętności na studiach. Praca składa się z części zapoznającej czytelnika …","","https://scholar.google.com/scholar?q=related:JEi63V6ejnkJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"王宇","基于 MVVM 前后端分离的物联网维管系统的研究与实现",2019,"","cdmd.cnki.com.cn","https://cdmd.cnki.com.cn/Article/CDMD-10005-1020713089.htm","",212,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,4,"… 之后, 基于MVVM 模式对物联网维管系统整体框架, 分层架构和各功能模块进行设计. 最后, 对… 层和模型层等不足, 分析研究了MVVM 设计模式的优势, 并基于MVVM 设计了系统的总体架构. 3. …","","https://scholar.google.com/scholar?q=related:40keoR9CTaMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"ИВ Лукашеня, АВ Сивоконь","Паттерн MVVM для разработки программного обеспечения",2018,"","libeldoc.bsuir.by","https://libeldoc.bsuir.by/bitstream/123456789/32714/1/Lukashenya_Pattern.pdf","",213,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,2,5,"… Паттерн MVVM позволяет улучшить архитектуру и качество программного обеспечения. Паттерн MVVM позволяет отделить логику приложения от визуальной части (…","","https://scholar.google.com/scholar?q=related:j433Z9yafBQJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"潘凤","MVVM 架构在 Android 开发中的应用",2020,"数码世界","cnki.com.cn","https://www.cnki.com.cn/Article/CJFDTotal-SJSM202003078.htm","",214,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,3,"… , 到如今主流的MVVM 架构. MVVM 架构让Android 项目的健壮性, 稳定性, 易测试性, 可维护性 都有所提高. 作为Android 开发人员, 要能够充分地了解相关组件, 这样才能把MVVM 架构合理地…","","https://scholar.google.com/scholar?q=related:btKNUmVQs_wJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"闫林","基于 MVVM 模式企业办公自动化管理系统研究与实现",2015,"","cdmd.cnki.com.cn","https://cdmd.cnki.com.cn/Article/CDMD-10080-1015997667.htm","",215,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,8,"… 本文主要针对基于MVVM的OA系统开发的关键问题进行研究,并提出了基于MVVM开发中小 企业OA系统的整体思路.本文主要分析对比了现有开发OA的常用技术,论述了基于MVVM的OA系统…","","https://scholar.google.com/scholar?q=related:lV5KgLy2O1MJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"贾丛丛","基于 MVVM 的 Web 前端响应式框架的研究与集成",2016,"","cdmd.cnki.com.cn","https://cdmd.cnki.com.cn/Article/CDMD-10673-1016228673.htm","",216,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,7,"… MVVM 模式的前端框架. 其具体研究过程及方法可归纳为以下几点: 首先, 广泛阅读相关文献, 研究 MVC, MVP, MVVM 等… 其次, 设计一个基于MVVM 模式高效的Web 前端开发框架, 可以使前端…","","https://scholar.google.com/scholar?q=related:sn8ZtkwUbpAJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"MS Arif, A Musthafa, D Muriyatmoko","Implementation of Model-View-ViewModel (MVVM) Architecture Pattern in the Sistem Informasi Akademik UNIDA Gontor Mobile Application",2019,"","repo.unida.gontor.ac.id","http://repo.unida.gontor.ac.id/181/","",217,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,3,4,"… Model-View-ViewModel (MVVM) is a software architectural … Therefore, this research aims to implement the MVVM … From those trial results, show that the implementation of MVVM on …","http://repo.unida.gontor.ac.id/181/3/Turnitin%20MVVM.pdf","https://scholar.google.com/scholar?q=related:JTZvyKMH6cIJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
0,"АС Машкин","Разработка архитектуры Android приложения при помощи паттерна MVVM",2020,"","libeldoc.bsuir.by","https://libeldoc.bsuir.by/bitstream/123456789/39341/1/Mashkin_Razrabotka.pdf","",218,"2023-02-26 07:52:24","","","","",,,,,0,0.00,0,1,3,"Особенностью паттерна MVVM [1] является то, что ни один компонент (Model, View, ViewModel) не знает о другом явно. Эти компоненты взаимодействуют между собой за …","","https://scholar.google.com/scholar?q=related:P4gRvaiuzPsJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
